id,time_stamp,daily_steps,avg_daily_mets,avg_daily_intensity,daily_calories_burned
2022484408,2016-04-13,12024,17.4125,0.2993,2601.929012
2022484408,2016-04-14,10690,15.4785,0.2493,2312.929562
2022484408,2016-04-15,11034,16.9042,0.2646,2525.969371
2022484408,2016-04-16,10100,14.5722,0.2056,2177.509735
2022484408,2016-04-17,15112,18.6208,0.3285,2782.488814
2022484408,2016-04-18,14131,18.5431,0.3201,2770.866568
2022484408,2016-04-19,11548,16.6528,0.2479,2488.404637
2022484408,2016-04-20,15112,19.3889,0.3792,2897.25842
2022484408,2016-04-21,12453,21.1375,0.4674,3158.551289
2022484408,2016-04-22,12954,17.6604,0.3118,2638.97489
2022484408,2016-04-23,6001,13.8472,0.1729,2069.173841
2022484408,2016-04-24,13481,16.9292,0.2632,2529.705103
2022484408,2016-04-25,11369,16.5313,0.2535,2470.244898
2022484408,2016-04-26,10119,18.6931,0.3389,2793.280883
2022484408,2016-04-27,10159,16.484,0.2632,2463.188529
2022484408,2016-04-28,10140,15.3653,0.2424,2296.01505
2022484408,2016-04-29,10245,17.4764,0.2944,2611.475851
2022484408,2016-04-30,18387,18.2847,0.3097,2732.264127
2022484408,2016-05-01,10538,15.9306,0.2611,2380.483838
2022484408,2016-05-02,10379,16.5563,0.2785,2473.980609
2022484408,2016-05-03,12183,18.4188,0.3431,2752.291735
2022484408,2016-05-04,11768,17.7319,0.3014,2649.663213
2022484408,2016-05-05,11895,17.4618,0.3181,2609.296691
2022484408,2016-05-06,10227,16.7215,0.2785,2498.677861
2022484408,2016-05-07,6708,13.3556,0.1479,1995.704697
2022484408,2016-05-08,3292,12.3618,0.0938,1847.209837
2022484408,2016-05-09,13379,18.1313,0.3444,2709.330958
2022484408,2016-05-10,12798,18.7201,0.3458,2797.327929
2022484408,2016-05-11,13272,17.0292,0.3111,2544.647984
2022484408,2016-05-12,7674,17.3778,0.2978,1622.962818
2026352035,2016-04-12,4414,13.0764,0.1431,1459.513287
2026352035,2016-04-13,4993,13.6361,0.1653,1521.986346
2026352035,2016-04-14,3305,12.8201,0.1368,1430.912097
2026352035,2016-04-15,3821,12.9458,0.1306,1444.941408
2026352035,2016-04-16,2547,12.3083,0.1042,1373.787227
2026352035,2016-04-17,838,10.8854,0.0417,1214.969239
2026352035,2016-04-18,3325,12.7139,0.1264,1419.053067
2026352035,2016-04-19,2424,12.15,0.0979,1356.114947
2026352035,2016-04-20,7222,14.9368,0.2271,1667.162577
2026352035,2016-04-21,2467,12.2799,0.1063,1370.609317
2026352035,2016-04-22,2915,12.5368,0.1125,1399.288018
2026352035,2016-04-23,12357,17.1653,0.3,1915.892167
2026352035,2016-04-24,3490,12.5556,0.1139,1401.380787
2026352035,2016-04-25,6017,14.1285,0.1806,1576.940938
2026352035,2016-04-26,5933,14.2931,0.2,1595.310806
2026352035,2016-04-27,6088,14.2764,0.1986,1593.450566
2026352035,2016-04-28,6375,14.7813,0.2299,1649.800335
2026352035,2016-04-29,7604,15.1674,0.2444,1692.895895
2026352035,2016-04-30,4729,13.4965,0.1618,1506.406836
2026352035,2016-05-01,3609,12.9701,0.1326,1447.654257
2026352035,2016-05-02,7018,15.1444,0.2465,1690.338065
2026352035,2016-05-03,5992,14.3736,0.2111,1604.301965
2026352035,2016-05-04,6564,14.8583,0.2396,1658.403945
2026352035,2016-05-05,12167,17.2604,0.3299,1926.511033
2026352035,2016-05-06,8198,15.5618,0.266,1736.921574
2026352035,2016-05-07,4193,13.3618,0.159,1491.369896
2026352035,2016-05-08,5528,13.9333,0.1792,1555.160626
2026352035,2016-05-09,10652,16.7208,0.2785,1866.285764
2026352035,2016-05-10,254,10.2264,0.0118,1141.412249
2026352035,2016-05-11,8580,15.2188,0.2292,1698.631635
2026352035,2016-05-12,8449,17.4198,0.3333,1296.199718
2320127002,2016-04-12,10725,16.0347,0.2521,2124.280006
2320127002,2016-04-13,7275,15.1264,0.2326,2003.943998
2320127002,2016-04-14,3973,12.8028,0.1326,1696.112011
2320127002,2016-04-15,5205,13.6014,0.1701,1801.912009
2320127002,2016-04-16,5044,13.0153,0.1354,1724.264014
2320127002,2016-04-17,6198,13.9861,0.1729,1852.880006
2320127002,2016-04-18,6538,14.3806,0.1903,1905.136
2320127002,2016-04-19,5997,13.675,0.1736,1811.664011
2320127002,2016-04-20,7162,14.5125,0.2118,1922.616006
2320127002,2016-04-21,3404,12.1597,0.1042,1610.920015
2320127002,2016-04-22,5583,13.9792,0.1847,1851.960005
2320127002,2016-04-23,5079,13.6194,0.1681,1804.304006
2320127002,2016-04-24,4159,13.0222,0.1417,1725.184008
2320127002,2016-04-25,3588,12.4875,0.1188,1654.344011
2320127002,2016-04-26,3409,12.325,0.1021,1632.816013
2320127002,2016-04-27,1715,11.1819,0.0569,1481.384019
2320127002,2016-04-28,1532,11.1208,0.0528,1473.288019
2320127002,2016-04-29,924,10.6486,0.0313,1410.728021
2320127002,2016-04-30,4558,13.4292,0.1625,1779.096006
2320127002,2016-05-01,772,10.5958,0.0278,1403.736021
2320127002,2016-05-02,3634,12.1792,0.1042,1613.496017
2320127002,2016-05-03,7443,14.1819,0.1986,1878.824012
2320127002,2016-05-04,1201,10.7694,0.0361,1426.736021
2320127002,2016-05-05,5202,13.4417,0.1701,1780.752011
2320127002,2016-05-06,4878,13.1542,0.1417,1742.664011
2320127002,2016-05-07,7379,14.8903,0.2215,1972.664004
2320127002,2016-05-08,5153,13.7528,0.1715,1821.968004
2320127002,2016-05-09,3090,12.3056,0.1007,1630.240009
2320127002,2016-05-10,6227,14.3347,0.2014,1899.064003
2320127002,2016-05-11,6424,14.3694,0.2083,1903.664006
2320127002,2016-05-12,2564,12.8533,0.1378,1064.256008
2347167796,2016-04-12,10113,17.3083,0.2986,2344.351418
2347167796,2016-04-13,10352,15.0521,0.2194,2038.75048
2347167796,2016-04-14,10129,14.8444,0.2118,2010.626543
2347167796,2016-04-15,10465,15.7507,0.2326,2133.374841
2347167796,2016-04-16,22244,19.7167,0.4236,2670.551496
2347167796,2016-04-17,5472,13.8993,0.1847,1882.610882
2347167796,2016-04-18,8247,14.3569,0.1882,1944.596419
2347167796,2016-04-19,6711,17.3208,0.275,2346.044503
2347167796,2016-04-20,10999,16.2299,0.2694,2198.276242
2347167796,2016-04-21,10080,15.1264,0.2285,2048.8149
2347167796,2016-04-22,7804,14.3688,0.1993,1946.195439
2347167796,2016-04-23,16901,19.4118,0.3653,2629.259162
2347167796,2016-04-24,9471,16.1438,0.25,2186.612798
2347167796,2016-04-25,9482,15.4688,0.2389,2095.186481
2347167796,2016-04-26,5980,13.741,0.1576,1861.1652
2347167796,2016-04-27,11423,16.2,0.2715,2194.231658
2347167796,2016-04-28,5439,13.6938,0.159,1854.769119
2347167796,2016-04-29,25,10.1806,0.0056,344.7298923
2873212765,2016-04-12,8796,15.6736,0.2806,1982.323109
2873212765,2016-04-13,7618,15.8472,0.2917,2004.280608
2873212765,2016-04-14,7910,14.9694,0.2299,1893.26349
2873212765,2016-04-15,8482,16.3167,0.3111,2063.653688
2873212765,2016-04-16,9677,17.0028,0.3111,2148.571248
2873212765,2016-04-17,2524,12.0972,0.1222,1529.998614
2873212765,2016-04-18,7762,14.9451,0.2264,1890.189436
2873212765,2016-04-19,7948,15.4729,0.2701,1956.940237
2873212765,2016-04-20,9202,16.625,0.3153,2102.773178
2873212765,2016-04-21,8859,15.6451,0.2757,1970.161024
2873212765,2016-04-22,7286,15.4889,0.2701,1950.484771
2873212765,2016-04-23,9317,16.0493,0.2944,2021.056922
2873212765,2016-04-24,6873,15.0667,0.2292,1898.159944
2873212765,2016-04-25,7373,15.1444,0.2493,1907.109573
2873212765,2016-04-26,8242,14.9528,0.2257,1882.973373
2873212765,2016-04-27,3516,15.6097,0.2326,1966.545845
2873212765,2016-04-28,7913,14.5785,0.216,1835.837821
2873212765,2016-04-29,7365,14.1389,0.2167,1780.481969
2873212765,2016-04-30,8452,14.5375,0.2104,1830.678271
2873212765,2016-05-01,7399,13.8153,0.1757,1739.73027
2873212765,2016-05-02,7525,14.9194,0.2417,1878.775775
2873212765,2016-05-03,7412,15.1361,0.2625,1906.060175
2873212765,2016-05-04,8278,16.0014,0.2917,2015.022877
2873212765,2016-05-05,8314,15.6549,0.275,1971.385322
2873212765,2016-05-06,7063,15.1736,0.2639,1910.782474
2873212765,2016-05-07,4940,15.0625,0.2076,1897.635244
2873212765,2016-05-08,8168,16.6431,0.3222,2096.671449
2873212765,2016-05-09,7726,15.1431,0.2396,1906.934674
2873212765,2016-05-10,8275,15.5833,0.259,1962.377975
2873212765,2016-05-11,6440,14.4361,0.2215,1817.910575
2873212765,2016-05-12,7475,16.5177,0.2698,1393.671725
3372868164,2016-04-12,4747,13.2764,0.1944,1788.106539
3372868164,2016-04-13,9715,15.5417,0.3021,2093.201403
3372868164,2016-04-14,8844,15.3347,0.3042,2065.329464
3372868164,2016-04-15,7451,14.1694,0.2326,1908.386123
3372868164,2016-04-16,6905,14.1674,0.2472,1908.105531
3372868164,2016-04-17,8199,14.5854,0.2493,1964.410591
3372868164,2016-04-18,6798,14.9542,0.2896,2014.075022
3372868164,2016-04-19,7711,14.7444,0.2611,1985.828965
3372868164,2016-04-20,4880,13.8694,0.2257,1867.981158
3372868164,2016-04-21,8857,15.7715,0.3111,2124.159835
3372868164,2016-04-22,3843,12.3958,0.1431,1669.510497
3372868164,2016-04-23,7396,14.816,0.2549,1995.462551
3372868164,2016-04-24,6731,14.2667,0.2417,1921.480319
3372868164,2016-04-25,5995,14.9292,0.2889,2010.707946
3372868164,2016-04-26,8283,15.2729,0.2799,2057.005293
3372868164,2016-04-27,7904,15.5618,0.3083,2095.913774
3372868164,2016-04-28,5512,14.6458,0.2674,1972.547702
3372868164,2016-04-29,9135,15.1833,0.2792,2044.939925
3372868164,2016-04-30,5250,14.4556,0.2493,1946.920483
3372868164,2016-05-01,2901,12.9917,0.1667,1166.506158
3977333714,2016-04-12,8856,14.3361,0.209,1450.653908
3977333714,2016-04-13,10035,14.7819,0.2347,1495.767249
3977333714,2016-04-14,7641,14.1646,0.191,1433.29722
3977333714,2016-04-15,9010,14.5132,0.2167,1468.572758
3977333714,2016-04-16,13459,16.0597,0.2861,1625.064051
3977333714,2016-04-17,10415,15.1174,0.2458,1529.707659
3977333714,2016-04-18,11663,15.6576,0.2889,1584.377718
3977333714,2016-04-19,12257,16.1188,0.2861,1631.036997
3977333714,2016-04-20,11658,15.3646,0.2542,1554.723778
3977333714,2016-04-21,6072,13.7993,0.1681,1396.3352
3977333714,2016-04-22,8911,14.6396,0.216,1481.3619
3977333714,2016-04-23,12058,16.1951,0.3028,1638.766698
3977333714,2016-04-24,14112,16.359,0.284,1655.350419
3977333714,2016-04-25,11168,15.4972,0.209,1568.145346
3977333714,2016-04-26,11388,15.3368,0.2646,1551.912978
3977333714,2016-04-27,7193,13.6111,0.1361,1377.292029
3977333714,2016-04-28,7114,13.9118,0.1743,1407.718938
3977333714,2016-04-29,10645,15.2708,0.2236,1545.237327
3977333714,2016-04-30,13238,16.3083,0.2965,1650.220704
3977333714,2016-05-01,10414,14.8389,0.2271,1501.529388
3977333714,2016-05-02,16520,17.4021,0.3708,1760.895963
3977333714,2016-05-03,14335,16.8951,0.334,1709.598854
3977333714,2016-05-04,13373,16.0076,0.2611,1619.793799
3977333714,2016-05-05,12312,15.991,0.275,1618.107321
3977333714,2016-05-06,11677,15.7069,0.2535,1589.36689
3977333714,2016-05-07,11550,15.5632,0.2639,1574.820996
3977333714,2016-05-08,13585,16.1465,0.2986,1633.847795
3977333714,2016-05-09,14513,16.3875,0.291,1658.231487
3977333714,2016-05-10,13072,16.1104,0.2979,1630.193758
4020332650,2016-04-12,8489,18.4174,0.259,3647.698348
4020332650,2016-04-13,0,10,0,1980.575924
4020332650,2016-04-14,38,10.0799,0.0021,1996.393025
4020332650,2016-04-15,1873,14.8889,0.1604,2948.85754
4020332650,2016-04-16,1969,15.4069,0.2028,3051.462378
4020332650,2016-04-17,7,10.0396,0.0014,1988.415704
4020332650,2016-04-18,62,10.0729,0.0014,1995.017624
4020332650,2016-04-19,0,10,0,1980.575924
4020332650,2016-04-20,0,10,0,1980.575924
4020332650,2016-04-21,0,10,0,1980.575924
4020332650,2016-04-22,0,10,0,1980.575924
4020332650,2016-04-23,0,10,0,1980.575924
4020332650,2016-04-24,0,10,0,1980.575924
4020332650,2016-04-25,0,10,0,1980.575924
4020332650,2016-04-26,0,10,0,1980.575924
4020332650,2016-04-27,0,10,0,1980.575924
4020332650,2016-04-28,0,10,0,1980.575924
4020332650,2016-04-29,0,10,0,1980.575924
4020332650,2016-04-30,0,10,0,1980.575924
4020332650,2016-05-01,0,10,0,1980.575924
4020332650,2016-05-02,465,11.1472,0.0368,2207.792017
4020332650,2016-05-03,4465,14.2639,0.1208,2825.071594
4020332650,2016-05-04,10194,19.5514,0.3313,3872.30116
4020332650,2016-05-05,11713,17.3021,0.2736,3426.809074
4020332650,2016-05-06,4357,13.6424,0.1229,2701.973269
4020332650,2016-05-07,5005,14.3549,0.1278,2843.089314
4020332650,2016-05-08,5812,15.5667,0.1826,3083.096632
4020332650,2016-05-09,4556,14.0611,0.1333,2784.909886
4020332650,2016-05-10,5474,14.7201,0.1431,2915.435349
4020332650,2016-05-11,3663,13.3285,0.1083,2639.80517
4020332650,2016-05-12,257,10.4042,0.0153,1030.312103
4057192912,2016-04-12,5394,12.8014,0.1139,2274.018267
4057192912,2016-04-13,5974,12.8931,0.1111,2290.301786
4057192912,2016-04-14,0,10,0,1776.384029
4057192912,2016-04-15,3937,12.75,0.1115,1509.926418
4319703577,2016-04-12,0,10,0,1455.984077
4319703577,2016-04-13,3619,12.0132,0.1042,1748.928943
4319703577,2016-04-14,10210,15.7868,0.25,2298.760923
4319703577,2016-04-15,5664,13.6083,0.1583,1981.351619
4319703577,2016-04-16,4744,12.9215,0.1347,1881.167738
4319703577,2016-04-17,29,10.0417,0.0021,1461.761429
4319703577,2016-04-18,2229,11.2167,0.0549,1632.805704
4319703577,2016-04-19,8925,15.1146,0.216,2200.223861
4319703577,2016-04-20,8915,15.2111,0.2375,2214.27537
4319703577,2016-04-21,517,10.4806,0.0236,1525.650306
4319703577,2016-04-22,4500,12.9625,0.1507,1886.945956
4319703577,2016-04-23,4935,13.3646,0.1618,1945.477064
4319703577,2016-04-24,4081,12.9215,0.1417,1880.981642
4319703577,2016-04-25,9259,15.8979,0.2819,2314.253384
4319703577,2016-04-26,9899,15.3625,0.2458,2236.312994
4319703577,2016-04-27,10780,15.9681,0.2861,2324.463472
4319703577,2016-04-28,10810,16.2639,0.2875,2367.527808
4319703577,2016-04-29,7990,14.9479,0.2382,2175.962262
4319703577,2016-04-30,8221,14.3736,0.2014,2092.36083
4319703577,2016-05-01,1251,10.9493,0.0465,1593.886054
4319703577,2016-05-02,9121,15.5569,0.2542,2264.61819
4319703577,2016-05-03,9648,15.3576,0.2521,2235.605362
4319703577,2016-05-04,10429,15.6819,0.2521,2282.814392
4319703577,2016-05-05,13658,17.3806,0.3313,2530.080529
4319703577,2016-05-06,9426,15.5549,0.2458,2264.314916
4319703577,2016-05-07,7937,14.8451,0.2389,2158.435628
4319703577,2016-05-08,3672,12.3215,0.1063,1791.510634
4319703577,2016-05-09,10362,16.1313,0.2833,2345.432066
4319703577,2016-05-10,9487,15.5486,0.2514,2260.718236
4319703577,2016-05-11,9129,15.3514,0.2472,2232.042755
4388161847,2016-04-12,0,10,0,1878.191929
4388161847,2016-04-13,5938,13.3653,0.1257,2510.255721
4388161847,2016-04-14,8863,15.9625,0.2215,2998.063962
4388161847,2016-04-15,8758,16.3285,0.2076,3066.800581
4388161847,2016-04-16,6580,16.3639,0.2007,3073.452517
4388161847,2016-04-17,4660,13.6972,0.1396,2572.601298
4388161847,2016-04-18,11009,17.4319,0.2333,3274.05384
4388161847,2016-04-19,10181,16.0528,0.2368,3015.019862
4388161847,2016-04-20,10553,16.4153,0.2563,3083.10433
4388161847,2016-04-21,10055,16.3431,0.2201,3069.539598
4388161847,2016-04-22,12139,18.8688,0.3479,3543.913519
4388161847,2016-04-23,13236,17.6069,0.2771,3306.922198
4388161847,2016-04-24,10243,15.3611,0.2063,2885.111565
4388161847,2016-04-25,12961,17.5111,0.275,3288.922866
4388161847,2016-04-26,9461,15.5958,0.2167,2929.196923
4388161847,2016-04-27,11193,16.3701,0.2569,3074.626376
4388161847,2016-04-28,10074,15.8083,0.2146,2969.108497
4388161847,2016-04-29,9232,15.8618,0.2132,2979.151625
4388161847,2016-04-30,12533,17.4806,0.2972,3283.183924
4388161847,2016-05-01,10255,15.5833,0.2132,2926.849165
4388161847,2016-05-02,10096,16.7569,0.216,3147.275882
4388161847,2016-05-03,12727,17.5174,0.275,3290.096725
4388161847,2016-05-04,12375,16.8361,0.2764,3162.144898
4388161847,2016-05-05,9603,15.4382,0.2174,2899.58931
4388161847,2016-05-06,13175,18.2361,0.3132,3425.091796
4388161847,2016-05-07,22770,21.4167,0.5083,4022.461169
4388161847,2016-05-08,17298,20.95,0.3993,3934.812217
4388161847,2016-05-09,10218,16.0444,0.2181,3013.454698
4388161847,2016-05-10,10299,16.2979,0.2319,3061.061652
4388161847,2016-05-11,10201,15.7299,0.2194,2954.369903
4388161847,2016-05-12,3079,13.2367,0.1122,1553.812571
4445114986,2016-04-12,3276,12.7722,0.1361,2113.97649
4445114986,2016-04-13,2961,12.6597,0.1347,2095.356209
4445114986,2016-04-14,3974,13.2576,0.1604,2194.319551
4445114986,2016-04-15,7198,15.0826,0.2431,2496.381867
4445114986,2016-04-16,3945,13.1757,0.1563,2180.75663
4445114986,2016-04-17,2258,11.6722,0.0792,1931.911521
4445114986,2016-04-18,6155,13.584,0.1729,2248.341344
4445114986,2016-04-19,2064,11.8076,0.084,1954.324829
4445114986,2016-04-20,2072,11.9292,0.0951,1974.439328
4445114986,2016-04-21,3789,12.9715,0.1493,2146.964263
4445114986,2016-04-22,6831,14.6938,0.2201,2432.015468
4445114986,2016-04-23,4363,13.0229,0.1396,2149.093816
4445114986,2016-04-24,5002,13.6167,0.1694,2247.076809
4445114986,2016-04-25,3385,12.5493,0.1243,2070.93662
4445114986,2016-04-26,6326,13.8854,0.1868,2291.427015
4445114986,2016-04-27,7243,14.3125,0.2028,2361.906011
4445114986,2016-04-28,4493,13.3549,0.1639,2203.872615
4445114986,2016-04-29,4658,13.2965,0.1569,2194.246219
4445114986,2016-04-30,6222,14.3236,0.2014,2363.739609
