id,time_stamp,hourly_steps,avg_hourly_mets,avg_hourly_intensity,hourly_calories_burned
1503960366,"2016-04-13 06:00:00",0,10.1333,0.0000,47.81919860839844
1503960366,"2016-04-13 07:00:00",126,12.4667,0.1333,58.83019828796387
1503960366,"2016-04-13 08:00:00",275,14.5667,0.2000,68.74009799957275
1503960366,"2016-04-13 09:00:00",1679,28.7667,0.4500,135.74989700317383
1503960366,"2016-04-13 10:00:00",295,16.2333,0.2500,76.60509777069092
1503960366,"2016-04-13 11:00:00",524,17.7000,0.2667,83.5262975692749
1503960366,"2016-04-13 12:00:00",486,17.4667,0.2500,82.42519760131836
1503960366,"2016-04-13 13:00:00",302,15.2667,0.1667,72.04339790344238
1503960366,"2016-04-13 14:00:00",1577,27.0500,0.7667,127.6489462852478
1503960366,"2016-04-13 15:00:00",493,16.8333,0.2167,79.43649768829346
1503960366,"2016-04-13 16:00:00",299,15.1000,0.1667,71.25689792633057
1503960366,"2016-04-13 17:00:00",695,18.4667,0.3833,87.14419746398926
1503960366,"2016-04-13 18:00:00",1343,25.0667,0.4167,118.28959655761719
1503960366,"2016-04-13 19:00:00",258,15.3667,0.2167,72.51529788970947
1503960366,"2016-04-13 20:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-13 21:00:00",0,10.1333,0.0000,47.81919860839844
1503960366,"2016-04-13 22:00:00",437,15.7000,0.1833,74.0882978439331
1503960366,"2016-04-13 23:00:00",1766,28.6667,0.9333,135.27799606323242
1503960366,"2016-04-14 00:00:00",81,11.9333,0.0667,56.313398361206055
1503960366,"2016-04-14 01:00:00",58,11.4000,0.0500,53.79659843444824
1503960366,"2016-04-14 02:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-14 03:00:00",0,10.0333,0.0000,47.34729862213135
1503960366,"2016-04-14 04:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-14 05:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-14 06:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-14 07:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-14 08:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-14 09:00:00",902,19.7000,0.2333,92.9642972946167
1503960366,"2016-04-14 10:00:00",1106,23.2000,0.3833,109.48079681396484
1503960366,"2016-04-14 11:00:00",50,13.5000,0.1167,63.70649814605713
1503960366,"2016-04-14 12:00:00",501,17.9333,0.3000,84.62739753723145
1503960366,"2016-04-14 13:00:00",1779,29.0333,0.9000,137.00829601287842
1503960366,"2016-04-14 14:00:00",1228,24.0333,0.3667,113.41329669952393
1503960366,"2016-04-14 15:00:00",139,13.9667,0.1167,65.90869808197021
1503960366,"2016-04-14 16:00:00",408,18.5667,0.4167,87.61609745025635
1503960366,"2016-04-14 17:00:00",37,12.8333,0.0833,60.56049823760986
1503960366,"2016-04-14 18:00:00",322,15.2667,0.2000,72.04339790344238
1503960366,"2016-04-14 19:00:00",11,11.7000,0.0167,55.21229839324951
1503960366,"2016-04-14 20:00:00",806,19.3667,0.4000,91.39129734039307
1503960366,"2016-04-14 21:00:00",2670,36.7833,0.9500,173.58054494857788
1503960366,"2016-04-14 22:00:00",362,16.7333,0.2833,78.96459770202637
1503960366,"2016-04-14 23:00:00",0,10.5000,0.0000,49.549498558044434
1503960366,"2016-04-15 00:00:00",83,12.7333,0.1000,60.08859825134277
1503960366,"2016-04-15 01:00:00",75,12.2667,0.0833,57.88639831542969
1503960366,"2016-04-15 02:00:00",124,12.4667,0.1167,58.83019828796387
1503960366,"2016-04-15 03:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-15 04:00:00",0,10.0333,0.0000,47.34729862213135
1503960366,"2016-04-15 05:00:00",26,10.4000,0.0167,49.077598571777344
1503960366,"2016-04-15 06:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-15 07:00:00",7,10.3333,0.0167,48.76299858093262
1503960366,"2016-04-15 08:00:00",55,11.3667,0.0833,53.63929843902588
1503960366,"2016-04-15 09:00:00",21,10.6000,0.0333,50.02139854431152
1503960366,"2016-04-15 10:00:00",154,13.3667,0.1333,63.077298164367676
1503960366,"2016-04-15 11:00:00",425,17.9000,0.3833,84.47009754180908
1503960366,"2016-04-15 12:00:00",270,15.6000,0.2167,73.61639785766602
1503960366,"2016-04-15 13:00:00",373,14.1667,0.1500,66.8524980545044
1503960366,"2016-04-15 14:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-15 15:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-15 16:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-15 17:00:00",1774,29.6333,0.7833,139.83969593048096
1503960366,"2016-04-15 18:00:00",509,18.5000,0.3667,87.30149745941162
1503960366,"2016-04-15 19:00:00",519,20.4667,0.5333,96.58219718933105
1503960366,"2016-04-15 20:00:00",77,13.6333,0.1333,64.33569812774658
1503960366,"2016-04-15 21:00:00",280,15.8333,0.2333,74.71749782562256
1503960366,"2016-04-15 22:00:00",2145,32.0333,1.1000,151.1652956008911
1503960366,"2016-04-15 23:00:00",2768,38.5000,1.5833,181.6814947128296
1503960366,"2016-04-16 00:00:00",459,16.3667,0.2500,77.23429775238037
1503960366,"2016-04-16 01:00:00",0,10.0667,0.0000,47.50459861755371
1503960366,"2016-04-16 02:00:00",63,11.1000,0.0500,52.38089847564697
1503960366,"2016-04-16 03:00:00",6,10.2667,0.0167,48.44839859008789
1503960366,"2016-04-16 04:00:00",6,10.3333,0.0167,48.76299858093262
1503960366,"2016-04-16 05:00:00",12,10.3333,0.0167,48.76299858093262
1503960366,"2016-04-16 06:00:00",0,10.1000,0.0000,47.661898612976074
1503960366,"2016-04-16 07:00:00",101,11.5333,0.0667,54.425798416137695
1503960366,"2016-04-16 08:00:00",175,13.1000,0.1500,61.81889820098877
1503960366,"2016-04-16 09:00:00",1181,26.2167,0.6333,123.71644639968872
1503960366,"2016-04-16 10:00:00",1295,23.4000,0.2333,110.42459726333618
1503960366,"2016-04-16 11:00:00",2043,31.1167,0.5000,146.83954572677612
1503960366,"2016-04-16 12:00:00",1513,25.1167,0.7000,118.52554655075073
1503960366,"2016-04-16 13:00:00",3616,45.2833,1.5000,213.69204378128052
1503960366,"2016-04-16 14:00:00",580,17.3000,0.3333,81.63869762420654
1503960366,"2016-04-16 15:00:00",0,10.8000,0.0000,50.9651985168457
1503960366,"2016-04-16 16:00:00",15,11.4000,0.0333,53.79659843444824
1503960366,"2016-04-16 17:00:00",380,16.7000,0.2833,78.807297706604
1503960366,"2016-04-16 18:00:00",96,13.7667,0.1667,64.96489810943604
1503960366,"2016-04-16 19:00:00",146,14.1333,0.2000,66.69519805908203
1503960366,"2016-04-16 20:00:00",385,17.1667,0.3167,81.00949764251709
1503960366,"2016-04-16 21:00:00",463,15.8000,0.2167,74.5601978302002
1503960366,"2016-04-16 22:00:00",42,11.6333,0.0500,54.897698402404785
1503960366,"2016-04-16 23:00:00",92,11.8667,0.0833,55.99879837036133
1503960366,"2016-04-17 00:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-17 01:00:00",0,10.0667,0.0000,47.50459861755371
1503960366,"2016-04-17 02:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-17 03:00:00",8,10.3667,0.0167,48.92029857635498
1503960366,"2016-04-17 04:00:00",0,10.0667,0.0000,47.50459861755371
1503960366,"2016-04-17 05:00:00",0,10.0667,0.0000,47.50459861755371
1503960366,"2016-04-17 06:00:00",0,10.0667,0.0000,47.50459861755371
1503960366,"2016-04-17 07:00:00",0,10.0667,0.0000,47.50459861755371
1503960366,"2016-04-17 08:00:00",0,10.0667,0.0000,47.50459861755371
1503960366,"2016-04-17 09:00:00",0,10.1000,0.0000,47.661898612976074
1503960366,"2016-04-17 10:00:00",0,10.0333,0.0000,47.34729862213135
1503960366,"2016-04-17 11:00:00",84,13.4000,0.1500,63.23459815979004
1503960366,"2016-04-17 12:00:00",260,16.0333,0.3000,75.66129779815674
1503960366,"2016-04-17 13:00:00",402,17.6667,0.3833,83.36899757385254
1503960366,"2016-04-17 14:00:00",252,14.5667,0.1667,68.74009799957275
1503960366,"2016-04-17 15:00:00",191,15.4000,0.2167,72.67259788513184
1503960366,"2016-04-17 16:00:00",13,12.0667,0.0333,56.94259834289551
1503960366,"2016-04-17 17:00:00",2613,36.9333,1.1833,174.28839492797852
1503960366,"2016-04-17 18:00:00",1616,28.7833,0.6500,135.8285460472107
1503960366,"2016-04-17 19:00:00",754,20.2333,0.4000,95.48109722137451
1503960366,"2016-04-17 20:00:00",2955,40.5500,1.4500,191.35544443130493
1503960366,"2016-04-17 21:00:00",487,16.7000,0.2667,78.807297706604
1503960366,"2016-04-17 22:00:00",70,12.2667,0.0833,57.88639831542969
1503960366,"2016-04-17 23:00:00",0,10.7000,0.0000,50.49329853057861
1503960366,"2016-04-18 00:00:00",416,17.4667,0.3500,82.42519760131836
1503960366,"2016-04-18 01:00:00",0,10.2667,0.0000,48.44839859008789
1503960366,"2016-04-18 02:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-18 03:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-18 04:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-18 05:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-18 06:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-18 07:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-18 08:00:00",0,10.0333,0.0000,47.34729862213135
1503960366,"2016-04-18 09:00:00",1688,28.1667,0.6500,132.91849660873413
1503960366,"2016-04-18 10:00:00",380,17.1333,0.2833,80.85219764709473
1503960366,"2016-04-18 11:00:00",328,15.4333,0.2500,72.8298978805542
1503960366,"2016-04-18 12:00:00",1306,25.0833,0.6667,118.36824655532837
1503960366,"2016-04-18 13:00:00",268,14.8000,0.1500,69.8411979675293
1503960366,"2016-04-18 14:00:00",137,13.6000,0.1167,64.17839813232422
1503960366,"2016-04-18 15:00:00",495,16.9667,0.2333,80.06569766998291
1503960366,"2016-04-18 16:00:00",277,16.5667,0.2833,78.17809772491455
1503960366,"2016-04-18 17:00:00",304,16.7333,0.3000,78.96459770202637
1503960366,"2016-04-18 18:00:00",4074,49.6333,1.9000,234.21969318389893
1503960366,"2016-04-18 19:00:00",2101,33.1667,0.5000,156.51349544525146
1503960366,"2016-04-18 20:00:00",28,12.0000,0.0333,56.62799835205078
1503960366,"2016-04-18 21:00:00",187,14.3333,0.1833,67.63899803161621
1503960366,"2016-04-18 22:00:00",542,18.2333,0.3167,86.04309749603271
1503960366,"2016-04-18 23:00:00",488,17.6000,0.3000,83.05439758300781
1503960366,"2016-04-19 00:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-19 01:00:00",22,10.4333,0.0167,49.23489856719971
1503960366,"2016-04-19 02:00:00",0,10.0333,0.0000,47.34729862213135
1503960366,"2016-04-19 03:00:00",9,10.5333,0.0333,49.7067985534668
1503960366,"2016-04-19 04:00:00",0,10.0333,0.0000,47.34729862213135
1503960366,"2016-04-19 05:00:00",0,10.0333,0.0000,47.34729862213135
1503960366,"2016-04-19 06:00:00",7,10.3667,0.0167,48.92029857635498
1503960366,"2016-04-19 07:00:00",316,15.9000,0.3167,75.03209781646729
1503960366,"2016-04-19 08:00:00",1656,27.5333,0.6333,129.92979669570923
1503960366,"2016-04-19 09:00:00",367,16.7667,0.2667,79.12189769744873
1503960366,"2016-04-19 10:00:00",203,15.8000,0.2667,74.5601978302002
1503960366,"2016-04-19 11:00:00",194,15.2667,0.2167,72.04339790344238
1503960366,"2016-04-19 12:00:00",1887,30.2000,1.0167,142.51379585266113
1503960366,"2016-04-19 13:00:00",2697,36.1667,1.0833,170.67049503326416
1503960366,"2016-04-19 14:00:00",409,16.2000,0.2000,76.44779777526855
1503960366,"2016-04-19 15:00:00",299,15.3000,0.2000,72.20069789886475
1503960366,"2016-04-19 16:00:00",297,15.0333,0.1500,70.94229793548584
1503960366,"2016-04-19 17:00:00",732,19.1667,0.2167,90.44749784469604
1503960366,"2016-04-19 18:00:00",1280,25.3500,0.5000,119.62664651870728
1503960366,"2016-04-19 19:00:00",397,19.7667,0.5167,93.27889728546143
1503960366,"2016-04-19 20:00:00",2487,33.7667,1.1500,159.344895362854
1503960366,"2016-04-19 21:00:00",826,20.0000,0.2667,94.37999725341797
1503960366,"2016-04-19 22:00:00",52,12.2667,0.0667,57.88639831542969
1503960366,"2016-04-19 23:00:00",1369,25.4667,0.8000,120.17719650268555
1503960366,"2016-04-20 00:00:00",16,11.4000,0.0333,53.79659843444824
1503960366,"2016-04-20 01:00:00",36,11.2333,0.0333,53.010098457336426
1503960366,"2016-04-20 02:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-20 03:00:00",0,10.1000,0.0000,47.661898612976074
1503960366,"2016-04-20 04:00:00",0,10.1000,0.0000,47.661898612976074
1503960366,"2016-04-20 05:00:00",0,10.0333,0.0000,47.34729862213135
1503960366,"2016-04-20 06:00:00",0,10.0667,0.0000,47.50459861755371
1503960366,"2016-04-20 07:00:00",29,10.9000,0.0500,51.43709850311279
1503960366,"2016-04-20 08:00:00",264,14.8667,0.2333,70.15579795837402
1503960366,"2016-04-20 09:00:00",1993,30.5000,0.8333,143.9294958114624
1503960366,"2016-04-20 10:00:00",459,16.8000,0.2167,79.2791976928711
1503960366,"2016-04-20 11:00:00",65,12.2667,0.0167,57.88639831542969
1503960366,"2016-04-20 12:00:00",185,13.6000,0.1333,64.17839813232422
1503960366,"2016-04-20 13:00:00",64,13.0000,0.0833,61.34699821472168
1503960366,"2016-04-20 14:00:00",1270,24.0000,0.6500,113.25599670410156
1503960366,"2016-04-20 15:00:00",797,20.4667,0.3500,96.58219718933105
1503960366,"2016-04-20 16:00:00",261,14.9333,0.1833,70.47039794921875
1503960366,"2016-04-20 17:00:00",13,12.1667,0.0333,57.4144983291626
1503960366,"2016-04-20 18:00:00",1308,24.1333,0.5333,113.88519668579102
1503960366,"2016-04-20 19:00:00",1558,24.8667,0.6000,117.34579658508301
1503960366,"2016-04-20 20:00:00",499,17.0333,0.2000,80.38029766082764
1503960366,"2016-04-20 21:00:00",395,17.6667,0.3667,83.36899757385254
1503960366,"2016-04-20 22:00:00",77,13.1000,0.1167,61.81889820098877
1503960366,"2016-04-20 23:00:00",1255,25.3667,0.5500,119.70529651641846
1503960366,"2016-04-21 00:00:00",17,11.4000,0.0333,53.79659843444824
1503960366,"2016-04-21 01:00:00",129,12.9333,0.1333,61.03239822387695
1503960366,"2016-04-21 02:00:00",81,11.6667,0.0833,55.05499839782715
1503960366,"2016-04-21 03:00:00",0,10.0667,0.0000,47.50459861755371
1503960366,"2016-04-21 04:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-21 05:00:00",0,10.0333,0.0000,47.34729862213135
1503960366,"2016-04-21 06:00:00",0,10.1000,0.0000,47.661898612976074
1503960366,"2016-04-21 07:00:00",38,10.9333,0.0500,51.594398498535156
1503960366,"2016-04-21 08:00:00",245,14.9667,0.2500,70.62769794464111
1503960366,"2016-04-21 09:00:00",1672,28.2833,0.4333,133.4690465927124
1503960366,"2016-04-21 10:00:00",255,16.2333,0.2667,76.60509777069092
1503960366,"2016-04-21 11:00:00",0,11.7000,0.0000,55.21229839324951
1503960366,"2016-04-21 12:00:00",384,15.3667,0.1833,72.51529788970947
1503960366,"2016-04-21 13:00:00",1140,24.0000,0.4167,113.25599670410156
1503960366,"2016-04-21 14:00:00",12,12.2667,0.0333,57.88639831542969
1503960366,"2016-04-21 15:00:00",213,14.4000,0.1333,67.95359802246094
1503960366,"2016-04-21 16:00:00",26,12.7667,0.0667,60.24589824676514
1503960366,"2016-04-21 17:00:00",96,12.7667,0.0833,60.24589824676514
1503960366,"2016-04-21 18:00:00",213,14.5333,0.1500,68.58279800415039
1503960366,"2016-04-21 19:00:00",100,13.6333,0.1333,64.33569812774658
1503960366,"2016-04-21 20:00:00",3541,45.1500,1.5333,213.06284379959106
1503960366,"2016-04-21 21:00:00",970,22.0500,0.3500,104.05394697189331
1503960366,"2016-04-21 22:00:00",89,13.3000,0.1500,62.76269817352295
1503960366,"2016-04-21 23:00:00",598,17.7333,0.2500,83.68359756469727
1503960366,"2016-04-22 00:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-22 01:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-22 02:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-22 03:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-22 04:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-22 05:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-22 06:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-22 07:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-22 08:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-22 09:00:00",192,13.8000,0.2167,65.1221981048584
1503960366,"2016-04-22 10:00:00",29,11.5333,0.0333,54.425798416137695
1503960366,"2016-04-22 11:00:00",958,21.5333,0.5667,101.61579704284668
1503960366,"2016-04-22 12:00:00",38,12.1667,0.0333,57.4144983291626
1503960366,"2016-04-22 13:00:00",118,12.6333,0.0667,59.616698265075684
1503960366,"2016-04-22 14:00:00",0,11.5000,0.0000,54.26849842071533
1503960366,"2016-04-22 15:00:00",180,13.9333,0.1667,65.75139808654785
1503960366,"2016-04-22 16:00:00",22,12.2667,0.0667,57.88639831542969
1503960366,"2016-04-22 17:00:00",1041,22.0333,0.3000,103.97529697418213
1503960366,"2016-04-22 18:00:00",514,18.5333,0.3833,87.45879745483398
1503960366,"2016-04-22 19:00:00",629,17.4000,0.2667,82.11059761047363
1503960366,"2016-04-22 20:00:00",329,15.1333,0.2167,71.41419792175293
1503960366,"2016-04-22 21:00:00",5934,65.8000,2.6500,310.5101909637451
1503960366,"2016-04-22 22:00:00",855,20.2000,0.5000,95.32379722595215
1503960366,"2016-04-22 23:00:00",1925,28.9000,0.9000,136.37909603118896
1503960366,"2016-04-23 00:00:00",182,13.3667,0.1500,63.077298164367676
1503960366,"2016-04-23 01:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-23 02:00:00",11,10.3000,0.0167,48.605698585510254
1503960366,"2016-04-23 03:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-23 04:00:00",0,10.0000,0.0000,47.189998626708984
1503960366,"2016-04-23 05:00:00",0,10.0667,0.0000,47.50459861755371
1503960366,"2016-04-23 06:00:00",12,10.5333,0.0333,49.7067985534668
1503960366,"2016-04-23 07:00:00",0,10.1667,0.0000,47.9764986038208
1503960366,"2016-04-23 08:00:00",127,12.6000,0.1333,59.45939826965332
1503960366,"2016-04-23 09:00:00",285,15.9667,0.2833,75.34669780731201
1503960366,"2016-04-23 10:00:00",49,11.8000,0.0667,55.6841983795166
1503960366,"2016-04-23 11:00:00",703,17.9000,0.1833,84.47009754180908
1503960366,"2016-04-23 12:00:00",1597,27.3667,0.8167,129.14329624176025
1503960366,"2016-04-23 13:00:00",1453,27.3000,0.8500,128.82869625091553
1503960366,"2016-04-23 14:00:00",202,16.6000,0.3333,78.33539772033691
1503960366,"2016-04-23 15:00:00",158,15.4667,0.2500,72.98719787597656
1503960366,"2016-04-23 16:00:00",2008,29.5667,0.8667,139.52509593963623
1503960366,"2016-04-23 17:00:00",1472,25.5667,0.4333,120.64909648895264
1503960366,"2016-04-23 18:00:00",2569,36.7333,1.1000,173.34459495544434
1503960366,"2016-04-23 19:00:00",29,10.8333,0.0333,51.122498512268066
1503960366,"2016-04-23 20:00:00",142,13.4333,0.1500,63.3918981552124
1503960366,"2016-04-23 21:00:00",2432,34.3667,0.9000,162.17629528045654
1503960366,"2016-04-23 22:00:00",709,20.3667,0.4167,96.11029720306396
1503960366,"2016-04-23 23:00:00",231,12.8000,0.1000,60.4031982421875
1503960366,"2016-04-24 00:00:00",141,13.9333,0.1667,65.75139808654785
1503960366,"2016-04-24 01:00:00",42,11.4000,0.0333,53.79659843444824
1503960366,"2016-04-24 02:00:00",0,10.0667,0.0000,47.50459861755371
1503960366,"2016-04-24 03:00:00",0,10.0667,0.0000,47.50459861755371
1503960366,"2016-04-24 04:00:00",8,10.3333,0.0167,48.76299858093262
1503960366,"2016-04-24 05:00:00",0,10.1000,0.0000,47.661898612976074
1503960366,"2016-04-24 06:00:00",7,10.3333,0.0167,48.76299858093262
1503960366,"2016-04-24 07:00:00",0,10.0333,0.0000,47.34729862213135
1503960366,"2016-04-24 08:00:00",8,10.3333,0.0167,48.76299858093262
1503960366,"2016-04-24 09:00:00",76,12.5667,0.1333,59.30209827423096
1503960366,"2016-04-24 10:00:00",492,19.0000,0.4333,89.66099739074707
1503960366,"2016-04-24 11:00:00",149,14.1667,0.2000,66.8524980545044
1503960366,"2016-04-24 12:00:00",548,17.3833,0.2000,82.03194761276245
1503960366,"2016-04-24 13:00:00",394,15.7000,0.2000,74.0882978439331
1503960366,"2016-04-24 14:00:00",26,11.0333,0.0167,52.066298484802246
1503960366,"2016-04-24 15:00:00",27,11.0000,0.0333,51.90899848937988
1503960366,"2016-04-24 16:00:00",885,21.6333,0.4833,102.08769702911377
1503960366,"2016-04-24 17:00:00",411,18.2667,0.4167,86.20039749145508
1503960366,"2016-04-24 18:00:00",911,24.3000,0.6667,114.67169666290283
1503960366,"2016-04-24 19:00:00",4871,57.2500,2.1833,270.16274213790894
1503960366,"2016-04-24 20:00:00",342,16.1667,0.3000,76.29049777984619
1503960366,"2016-04-24 21:00:00",244,15.7333,0.2833,74.24559783935547
1503960366,"2016-04-24 22:00:00",66,12.9667,0.1167,61.189698219299316
1503960366,"2016-04-24 23:00:00",391,15.3333,0.1667,72.35799789428711
1503960366,"2016-04-25 00:00:00",95,13.0667,0.1333,61.661598205566406
1503960366,"2016-04-25 01:00:00",22,11.3000,0.0500,53.32469844818115
1503960366,"2016-04-25 02:00:00",97,12.1000,0.1000,57.09989833831787
1503960366,"2016-04-25 03:00:00",0,10.0333,0.0000,47.34729862213135
1503960366,"2016-04-25 04:00:00",25,10.6333,0.0333,50.17869853973389
1503960366,"2016-04-25 05:00:00",4,10.3333,0.0167,48.76299858093262
1503960366,"2016-04-25 06:00:00",0,10.0333,0.0000,47.34729862213135
1503960366,"2016-04-25 07:00:00",44,11.1000,0.0500,52.38089847564697
1503960366,"2016-04-25 08:00:00",426,17.6333,0.3667,83.21169757843018
1503960366,"2016-04-25 09:00:00",2041,30.9333,0.7667,145.97439575195312
1503960366,"2016-04-25 10:00:00",258,15.5333,0.2000,73.30179786682129
1503960366,"2016-04-25 11:00:00",1468,25.6000,0.4000,120.806396484375
1503960366,"2016-04-25 12:00:00",707,19.4333,0.3167,91.7058973312378
1503960366,"2016-04-25 13:00:00",299,15.9333,0.2167,75.18939781188965
1503960366,"2016-04-25 14:00:00",94,13.2333,0.0833,62.44809818267822
1503960366,"2016-04-25 15:00:00",359,16.1333,0.2167,76.13319778442383
1503960366,"2016-04-25 16:00:00",263,14.9667,0.1667,70.62769794464111
1503960366,"2016-04-25 17:00:00",188,14.2000,0.1333,67.00979804992676
1503960366,"2016-04-25 18:00:00",116,12.9333,0.1000,61.03239822387695
1503960366,"2016-04-25 19:00:00",2815,38.6667,1.4333,182.4679946899414
1503960366,"2016-04-25 20:00:00",895,20.2000,0.5000,95.32379722595215
1503960366,"2016-04-25 21:00:00",4895,56.6333,2.2000,267.2526922225952
1503960366,"2016-04-25 22:00:00",188,14.4667,0.1833,68.26819801330566
1503960366,"2016-04-25 23:00:00",56,11.5000,0.0500,54.26849842071533
1503960366,"2016-04-26 00:00:00",101,11.8667,0.0667,55.99879837036133
1503960366,"2016-04-26 01:00:00",178,14.0667,0.1833,66.3805980682373
1503960366,"2016-04-26 02:00:00",0,10.7333,0.0000,50.65059852600098
1503960366,"2016-04-26 03:00:00",145,13.6667,0.1833,64.49299812316895
1503960366,"2016-04-26 04:00:00",0,10.1000,0.0000,47.661898612976074
1503960366,"2016-04-26 05:00:00",7,10.3333,0.0167,48.76299858093262
1503960366,"2016-04-26 06:00:00",0,10.0667,0.0000,47.50459861755371
1503960366,"2016-04-26 07:00:00",28,10.9333,0.0500,51.594398498535156
1503960366,"2016-04-26 08:00:00",173,14.2000,0.2167,67.00979804992676
1503960366,"2016-04-26 09:00:00",1826,29.5333,0.5167,139.36779594421387
1503960366,"2016-04-26 10:00:00",666,19.6000,0.3667,92.49239730834961
1503960366,"2016-04-26 11:00:00",266,16.4333,0.2833,77.5488977432251
1503960366,"2016-04-26 12:00:00",415,15.7000,0.1667,74.0882978439331
1503960366,"2016-04-26 13:00:00",1571,26.7167,0.7000,126.07594633102417
1503960366,"2016-04-26 14:00:00",1998,30.1333,1.0000,142.1991958618164
1503960366,"2016-04-26 15:00:00",323,15.6000,0.1500,73.61639785766602
1503960366,"2016-04-26 16:00:00",697,19.7667,0.3667,93.27889728546143
1503960366,"2016-04-26 17:00:00",143,12.6667,0.0833,59.77399826049805
1503960366,"2016-04-26 18:00:00",2513,35.7167,1.2000,168.54694509506226
